cord_id,paper_id
h8t8u4w3,0095906f8b9130d6d6a633f5355d478169a7eda6
8it1zdvq,009877fd1b9048c67a1df6422986856f62068f51
kt6gllms,009892e02bc1a4c9abf6f547b979e68ecbde8087
npu2y39j,0099cca35e0185c53c6d917117765477e6e94c00
hmm4qh1a,009a6c69e86f8d1681323e90ec33bb84e7678c05
0v5wo0ty,009e59138bb6a2ea0c90142744c4b1cd5646153e
0wqbr9a2,009e8db6e8ad5814895dfd7c3207e46d0bb5d326
rv2m3u13,009ec0e97d44766e9e4344af3b00a5e9f01d7537
aem15g84,009fae49cceff4f95c97b252a02d4fb85fa05296
hphn7cs6,009fb84eff4b71d93fdc6af3c1fdb9553a5491eb
wp1hd5w9,00a00d0edc750db4a0c299dd1ec0c6871f5a4f24
l7ymcyw7,00a026de6dd835a88da5840c5c3244c3b5721a74
6xyipioz,00a0ab182dc01b6c2e737dfae585f050dcf9a7a5
6pxwamrf,00a3a4742c565f5e2e64ad03fe0f1e16baee89b3
w1e60xds,00a407540a8bdd6d7425bd8a561eb21d69682511
ib8vcsd0,00ab6bdcb3cdedc8cdbb297379a289a169bb5839
rc00z760,00ac0ed6be59b281c8f58c3d34387a424f5c6da1
fae3sczm,00acd3fd31ed0cde8df286697caefc5298e54df1
rxtptyaj,00adbbcc70c39794b7d91a479943c84cc33db30a
7jn2snih,00ae0041374cbbf28df0d2cbeb08c1396a4f7878
ycywtpzj,00ae12cca3eaec8a77d965823b4a20ca0697674e
qeq33nns,00ae60473d68cce817c03b7e329e0546d99736f2
led2huz4,00af0695e77bed5c1f033a817d9f67329bf2c143
wzj2glte,00b1d99e70f779eb4ede50059db469c65e8c1469
2behvv3b,00b88130d2a7c8489e209742494303b6731d7544
18ohr5we,00b8c7102a45f668b7e1367f858738079ee31fa1
jfu3jlt7,00bbc69b846d083f62be3f1fee311380526f5df6
akr0shvb,00bcb473981508327f658d20a01547e6f1245310
g6ord9pd,00bf93c7ce5dccbfc4f28c8075bff0be1ad40d07
e1hl1nvz,00c19aff3efc6e6430f77d81580ac927990ad5a2
4h83ny0c,00c23837d30758cd04804e8394f0f794dc911701
80ev0j5a,00c386ee8b9fac7eeb2291a72d52966d83eec814
xkenld6e,00c6711bada05a97b708a854737da9b7bd23a7bd
qi9ex3l5,00c681751f25b1ae94a83020692a477fe890040f
vsinwqnr,00c71f72eb837e2342dbda8761664e221e2a03df
hcoonxax,00c75478b9f6b815f8b552a50fd5e20a6d10e9f4
wqw6i8ly,00c8546ba285b32184e67eec618d4f4caadcfe17
pdjxet20,00c862a6402381a8541bcffe843696e059095300
r5zydz79,00c88aab2bfcca0db253c972382e5eee245d071e
xoeugrzn,00c906c9289250c1609a684295158e1224685804
2fhiz3an,00cb1a95986171a256f5ef14701bd8f571221a28
th4srh88,00cc4fafd19f95fa6462e630bd318892af8d142f
3w6hivv8,00ccc4ef2b6c6f238836b7feb5123bd6a822cc08
eob22inx,00cf7075c03c7776b8e0e523d205c76c294fcb59
81csdj78,00cf719db65d07c0c7bdea9defaea448fc5f5786
qjviy4p6,00d1165856c978d9b09bee5e0a1fbca063df6c4a
ga9apqo1,00d290336acca5ed1c4777bb1437746f9b94a3c4
ihhu7nef,00d53ba1f167808b00a5848357c172dcf94b7bf8
huo2czjf,00d88f4a37b5d775b299e41b622594055cbdd57a
hc7wej3i,00dcddac255fc338ffde9b3ff4286bc4b5609e00
q8e08pq0,00dce8da5fcee849b30c9d7a7e358c5855b14ca9
6zk2g3o1,00ddc5232dc2e112e57c0cdae10f25e278c4fb6b
gzrtheuc,00de144116134e535a0983af77e6d5525e13b5c2
91jofoan,00de2ef674cfaa6edc5eda2e02b328db3418d7b1
pir3xmbw,00dece4550773be4d103f53ed0750a620fa19f88
izjcyd4d,00e48f933d59a933f5576d0f1ae348fdde44e291
0xg94v1e,00e7a32a8286cd9eb5b2b570fba0417547863f18
hofbtjr5,00e7af2188897d57226ae59ebf7874882ff928a3
fn0l26i0,00ebdb91b6b1c6faa72f37bbb8b0b1b03d11186d
8xlcm3t2,00ec6e927034a7b70159a09a6e54b74d08ac03c8
y5kptngx,00ec85838f0ebb20028f8600e1ad7b68155569f9
rs0unxoq,00eee133e82efe1b256b17c4d8440928ef5ac224
dzn0y9nc,00ef21603a690ae62a62c48bac9c847059c0455f
0lz716kk,00ef4c51e666d460dc68a528c90cd2b3a4939d87
ewe4k0m9,00f012303873cf057e5f7c88046e254f37bf9f97
oa24b5to,00f12a2adcfe8f8f62edfcad80b541c44692f2fa
zpc9r4cl,00f14e01af3373cd33704ba23c31ee81acc9ef6b
pzmnrtod,00f1d7ae7a82e7db4b56c30d5e174439746c2d75
yygb25wm,00f1ef126735474ccaf3a8d1cce9a4823d7f1228
xma1v90f,00f244245f02c27974ee0dd3bc21fe47abcc03cb
cuq1tqgm,00f4ff4c35b33ae22a8883d06b3def89407aa16e
3f1weh96,00f7d667e3362066c08f7d6594d1d3b0cb16e08e
vuvtt13q,00f9ecf51476d19e638c118af55e0ef3614f5923
wyhnquw6,00fcc6277c19f6b180232d7a6fe0b0abfafb21f7
8rf0xigw,00fd39b9167d20b07ae353e49b46c78be7193677
8v25etag,00fddd1ce0dae85355b9fdf8bbbe6bed4475f7e8
80e5xkht,01028e4a3545be09d5cccb014ec011fcc1364508
dnxdamsu,0103baf3e4e8e7465d9630386da01100ba071cd8
lc6t9x1x,0103f034e19e62a00514529f0eb6e524abbb00b2
0jojon1s,01041a0055287681d22358a256554d8dfa708654
fy4w7xz8,0104f6ceccf92ae8567a0102f89cbb976969a774
idd8uq9h,01055f5d7f608ba085234b8e0d9b912bf304acd1
6t8wadi5,010714b4e2bfc5dbdd80566ee78ab8e366e6d441
x5btuxrq,0109d1273b2d59a099ab66cdad6939d5e7fcb2e8
m5mjvtca,010a59587562451f81568060f863bda7ad9c2630
zt6i3o86,010ad052b58172981e089bc73b9ad16a732960f2
cghi9mzt,010d20e1628868e61922b2cd1a83c039fb0412d5
j36vajdi,010e4485b14ced466c18111dcb99d1a40bee882e
d950qa2w,010e7959d3338dd3fa2012c55171c7204a11c0cd
x2ky94b0,010ed5c4253bc74c0d01935cb22bff3a69e2a887
tcy7jrth,0110275ca0d02bc34fdda42fa1a9810dd11cd962
p9si8rhc,0110eaeb5103ac1d44cc2e7aa0f6c0f621e6acc7
qoynj85f,011101e39f8190084a553f85a32ddda1aa995cb6
ltp17r6v,01110a24b6ce133ae80d21a36c7994e364ba296c
eyobjalw,0113b9a8d82039e8474e887038d643853b5fdfeb
dn0n1exf,0114d791c43d76ec7d3e610dbbcb67a0d872382e
0cyi5262,0115339d2acc50fc84a572df5db9f1eb9be28004
ek8w6vzw,0116652244de6410d41fefdbab123ecb4a2d5701
wxst10hm,01168fcad768ee9fd561a4dd73e111e64a79f5b3
6jittbis,0116dea9b6d4c58748d1a38b69b4fe6e06868aa4
vpw4ghfw,0118244568eaab0a323bcb7a5010c663269fa0b7
tgj647hh,011ad6edc7c0b47fd557ebe1423f5d4aacf21e49
zak8iivx,011b8a7002da6c0fae7ca76c127567a6462daf5d
jubwcobb,011b990ec2188e41db4495006bd0f0408fdcd319
ggdd5rrb,011c7c4ce9ad8c20533be1791a4ff09e3c536532
k3zxudok,011fc6138b216a77c6b91bf22bad41849efc524f
birkvwgk,01202cc48c572362da7e237ba6e80d0f48471f19
lreguu45,01207321329715e944d0ae2cba853b919340ad91
jgssstn3,01213aa45eeb8088eea6f64614ccc066e2321f73
j7swau26,01213acdd86020357259f2a1094bc43f9bb79796
kxivgxbg,01234cee305e37a78cedea8148bf6177d47fe66b
5wztvpul,0125bbefe5fa472d7d0a0c0242ed560fb1240c75
4bcwrne8,01273426ed59ef026fc400340d302024a8427f43
o5545c1x,01275ec773b95b100c057480125039257da64d45
vl7yqnlg,0127a56b27dc0d30b3513b4f50875abc0193e2af
cm1bq9zq,01285aff189f375f52b762256d8f419ccad3077c
yhh3ydok,01297dffaf94c1314ca46088f7b829b8383c2f73
1gf8n3lf,0129fd3130ef50c5b2a994944c7bb4e8df7fce8a
6lnxb0px,012b16ae54779ca1a1f161f492393d697cb3c07e
569a86u3,012d67a440ec30896e8c89c67a736c2638512be1
iuu8vmwy,012daf6c5795683b3d82e9b58bf346daa6af4612
lng7g1fu,012debf5a240a496518af146ddfc16c958339c2b
0idn1esa,012ed47b019dec3f007e1a5ee12366ad65661cce
aoa92919,0130fc1bd1d0824c64de5bed170854d18af2e83b
shi77p40,01313cfb80a0a3532ae597e05482797329f9beb4
s7k8ldrj,0131ce11f9dbeac6ad5f732ab5d268674da53290
p5uihiwt,0132b8c2721692d9f53bd33a738fa94618bb4e91
vgw65iw9,0133d0ad06635ca4caf1ad5c7dd71617fa51e3c8
1jon8hu5,01360a8ffa1677604e8c32e3e46dc40ca0216ff3
96migwaq,01363927a2d74245f78e5850a085caf62836f9b8
ezas9ird,0137786bac23ca2e851262f4341738ddc59344c4
iat80b4l,013d9d1cba8a54d5d3718c229b812d7cf91b6c89
29m062q4,013da3d92d640bf44ab30f38ca4514e8615228af
siagb7x1,013ff749a58f92db7e227f7acbe47d050175851c
tq9kjozt,0142936b739de2243e817b302cfcf528649f5059
todneigr,014336e4855d194c1833ba91c8ae3b302cbeafe2
k9gu6j2k,014449a576282df4e2f9131a4e789417bc338351
55yzkch7,01461449472160d8c79355d213d4b8fa8c8ad761
xn0u0wj6,0146a0b36f80ebcb868c7e16fb60c1a9d2afbf83
bep0xtxa,0146de390eb6bdb814a5bd33459ce2c74176a72d
5zclxuf1,0148692b97a4a3ef461b2f60fe62c837256c5576
k2kmhfha,014b67e533c7fa97a77cd091aa11b94d2d594007
50pupre2,014ce88b18095a1eaa877ab5aae818df6ec214f6
5xgurlue,014d3511509d258f6935a9465d07e6cf2c998aef
q1uje0xq,014d7df59dc6c5ed456bf19b76b394e920d3a9dc
unj4sj56,014e31dce7e3f2b1a7020a5debfbf228182f8b5e
zh0zn5rx,014fb9a001135a4f1d84e955cbd054eadb50b94c
vqrtwd5k,0150622984aaf93314f67898865dd75ec543b00c
2kyfboly,015125136144836ccf90d0fb30d2ec9b7e55ac7f
is0lp6no,0152aa3ffc5fae5f26eb1ff0cccf66f56cba278d
8giv33cp,0154252500f9a768b814466581c1e346c6fbb334
f2vds1n7,0155465f4cd388234ba3885135ff922462c83dca
ucxm2b2l,015729be3f439e9ef2033276a4ef14df8873dda9
sn9s0v8q,01574892f1a57f3d22a0ff267ecc77bfcc6214cc
h4d2f2sb,0158a2a95347061f182f81f8c5a63ae62c23ab7b
10bu7iwg,015a5be4701f244a51d6c244c2ba5b69ac68dd9d
01tncjq0,015c335c8cb9e5eabb352e81c0f38bf6f781b202
dfg021y0,015c8d683dcb4f1313bc64283cc1b30076e4cbf5
i55gwn3s,0162b627476379a84d5a92480a881efdd3063f66
eebtibz3,01659e9ba808494410355f57bfac92a51a5ef588
iptisi1m,01669153236899edec9fff5fc4fb19a742c3dfef
ip4bxki8,0167dddb0e2783a60841b8e6f2b4e4cb981904e2
dma4d74d,01686b614a614913b1ddb4b754cb8c68a80f16c7
e3l5xtc2,016c81cd90a8686e41227ad24c53527dcfb8e32c
2bhzzc7t,016e8545b58be7f2babf7082171b7790a47a312f
6qcq92ot,01713c06bb834b0151c600eb2fd2a759bce1b781
dernekty,01721c2ebdf8f55b676efc82534684dcc414211e
89t10psi,01732214b0e66594afaceb2f641102b42e1b4685
50r61l1x,0176ece806dfd2ccef736cd9095f02894049782d
5xr7qh5c,0177689470b39b155dceca314196f0f20b764bfb
l5xcrql0,0177ecbf4b0c05010c4830a95a8913b3b5d2e87c
v4xd4k6x,017962af54f047e5465419945f4d21515c2c6737
wutnzzhg,017ca5bdac589a37196df7b8e077c4c371ab32da
6ci0e3kc,017e05296a1ab3633accd760afa874e0d4847093
pqls3qtc,0180abece22ace6548f4601591c98059808d0509
b4etsi5c,018132e365210ff8f2469b7d450653abc223dc57
8oki8xr2,0185df64da339e8d1b822db72fee79a25edeb759
52zjm9jt,0185f63fd6ecdf04829a155f4d7f62a5b532f06d
zdqiozxo,0186a75a6d03d6e57b24914efd5b023052275398
ndao9wcj,01871bea25a8ec1f2fc4cea4964f86eb6378f321
h6si6lwx,01875a437a28422a2b857efab9d5c4b113bcdfbb
vbw2g4ry,0187705c2a09525d5cb71ec594b82e668255fcaf
kjqtvcfg,01880ef487dfed3681dd6d296a0a82417b8f38a0
r4snyxr9,0188231fdedeb6be9c033cb5a8a78ff537ccaaa3
6xkfpnaa,0188acc1eba8c0a3adef55aeada7de552cf855be
276zwah5,018a299cbdcbebd6f4c2584376941907fe7d3aaf
66m6evcq,018b5b5f732e955d349e14a83481739502ae104c
hqxiyxfj,018b618ea132d47ffb43b003a6c78cb9eeadc017
ygg093ns,018de892fb5c3efa1abed024393949573b2345dc
gvgwyzkt,019018c386f97aa21696f16859fa067bd663fdf5
wek9wp6u,01950b2b69c2dd3fa77094da941b523564fbdfab
mvr66roh,01995645ac578db9dc5794cb11edb9fd3a92359b
3iqwf7cw,019a8e82ac30fb8722132d72daf62095e6da35d0
44u8mcfo,019c344f4e7cb623efafb8ee57dcd67602ea80f2
v8ga78l4,019c997a4022cc46473d70d03155f37e45594a69
ceyxgf83,019d06da261e61aaf09079bc2ebed8e1a13fbea2
b6zhp2ei,019d4817c1bb20299f7bcd20248bd85ad0f59a2e
tzfbhd0v,019ee335c75173ed118a7707d5887288c596884e
plqel38y,01a203b05c7c97bd6716617b5f9ffb8cd7b9e18d
8stgwlfp,01a462bf8cf2cd973d1651b991d27c9556d2ae3c
t7w407it,01a5049f7f6965eacf2134a8a64972c6077d3b45
aoti88v7,01a52991d1f987c1777097fc092898b0c1340b5f
y9bxc0x1,01a5d7c80747051adf9e1d7f0da37e80314e2431
lrzhnyj5,01a67ebcdff08c33e7cda01649297647dc170ae4
gycxe3vs,01a9b4e7a432cb2de8f2508c2bc4748b548ff372
5rz7gk3m,01a9c82e39473c5cb011247ce9cc1405ab3fba65
8je5q62j,01aa247284f0baf43293d8ea335b70781365a985
dkn3z77f,01ab983c646e8e7f94df804205df6aaf13d987b5
5to8n2nm,01ad54cabdcd7e03fa2f4bf689137cca0f4a4729
34rz2hvl,01adbe8224d7723f2d5255c40e2e891def30039e
dizrffw1,01af2562df4acf3113843d039c3b82bb801b1427
npc6dwk0,01b1b409f426cc712ba8e1876d0ac34bab8689e1
rqlnve7r,01b36bdeda31e5a609d12b35d78686395105da2c
1ewhqpwb,01b3715fbaee6d09d7884f51647e7f8f9c6dbd47
i0txtkuz,01b39b951a58dc639b4347f72daaa87e12462182
8crvjzz4,01b3d789dbd69fff374842fbe2d7f4150fb3d8f5
cibkf9pz,01b4809bfc109716fc6296b2f28145b3a4761591
s9qvrkia,01b50fc23a12266022e2fdb79b3cd5fe317d3856
a7lf9bbg,01b5212f2ddc5e6175b9d99432a387227f50672a
c57impca,01b5ae0cce289ca9cdcebc4079f960e833cfbd79
s4pnq6j7,01b5d50e48a2148c4c3d1abdf3f3bb585b744f8d
b0ajhnip,01b7228c42eb0f45780a3539042ed9ed68902afa
l4288mxw,01b74c8f488cbed1b308456532cf1a15c0e844a9
tk3h4f92,01b81edbe97777de40d5b8a9eaa77a21b905db5f
99p5saho,01b9cff3de8b775f53a16d643be1759374faa4df
di58oqe3,01bb94678e6dbaa5138ddd32c05bd04caf4a2220
23b0nazy,01bc7ba2ffbb100ca3b41e7acf276ad7c3dba1aa
0emio4rl,01bc7fe59fc7feb0e3d23c716aa23a694a4362a2
f2lkwfac,01bcf799ad8328368eab6378d3667994fd778f16
gdocdp1x,01be6aef7ae6555eef2062bddb57f8643d1244e9
bqv0nbo7,01bf19ea2cb2baab425377eaae3286190e9bf975
2i45op25,01bf2042d7f5fb828f297e3824bcdf3c5cc49a84
x6m02voy,01c25f9838ef8e005bf720c4f76e67a9f1038ff0
923cs2ll,01c35a6c0cd2875c9965c3e310bac7b24e0376da
x4ukvipc,01c38883adc35308c3fc1a7aff85936e4e6eaf2b
5qri915n,01c47a7e53b4cf4783d55125936061e2ca0d9817
eoo6y6hd,01c5c40b595137685135c23eb3ed541f0dfc2a22
c8ksqtot,01c6ed4b3dee404e4d908af40ab93183b573e9ec
z103k5zn,01c84b0573ac53c48fb0dfd18223aa0427f1294a
hhge62sl,01c95cf315d321462af88216191620030ea50439
kggbh8c7,01c9dcd5cdb878c778dc7dbced9945c3b9ca8a42
ptuqsq0q,01cadfe2bb23b6989e57fce2ba744691557faa93
ebe8qm1z,01cb05f01695495c8638f7990dfe348387993bb6
hb07pd98,01cdc2d37bbfaf8b13ac179d1de9f3b77b9278e2
mzv9jqxf,01cfb2699f116b6a9e107c5eb20b1c5327d554f0
1m9b8tph,01cff21366d475b5bc294c90da89a521b510234a
f21dknmb,01d162d7fae6aaba8e6e60e563ef4c2fca7b0e18
kbdslkbr,01d19a6353e4b34cd3c64c8bb8c8dabf02fba974
i4q0ljb0,01d5e41673c2f3ff2b1f7ba280376176d848688d
ckgmv7rt,01d772a6a9422d1200ec1511d011fffa4af11f19
ntqk4imv,01d8661c334ec0909e855ff5aaae8a12e55fefde
wdgkm45r,01d94776175a7a6c3f6ef25ae63f00f424b4c242
81ykqsm0,01da673e20cd238a80f84f9665d3d467c807fcfc
qd44vv2h,01de46a248049d2fbdc049b686ee5b172301d0fa
r8m6cgv8,01e22956c79df3220a67bce71cf22de95d29b723
vi400eqv,01e59fdda1b5efc2ad16235eb7084b39dbfac513
br4fjveb,01e6b95b17fad557a310e455f5b5994628267452
mpfmam46,01e9860617d3c3b3592fe8af99f932560e4a0b9b
yirs7kjg,01ea8a0388be9784dcd4876c7fc815700fa7491e
ythjw9hj,01ebcc902bc77b0768f4b1fa7b6e3fcbae109ea2
0oqcx0az,01ed70eb48931f96767db9b2c12f655d8343fe85
czthv24p,01ef86ba0a5cb08dddb0d471eba6569a26e3fa5a
ipyhofye,01f1bf8c372d1cdac5d14431c65194c9929ef953
hm4l0oes,01f48822661d416716bb7c132c1fffd0a4b68ede
w5a05thf,01f6395be4e9fb9a2f6214070890854d57ee9637
zsy5gowg,01fe9408aa72a025bad89a695b389c4e509ed67d
b4krhwfj,02009c1d1701053f52ae7ab91f9f01aebb10a79a
a97um9x5,02016f5da58f97adbf8d99660991cd31c9fc0564
tktqlfgd,0202570f287db3855971381b0c9a25c6a574590c
3g6uswt9,02049ffbdb20997055c4def3516af0e6e40dd427
whj386wr,020a8c46289b92c236faf77494e82598e08a19f8
3aya6xil,020aad1b97d7390b2f16556f274fa10d935f9478
ccp7ds1e,020cbcde8a432a4416048da0c7bf17c5460d3fcf
2rccocmg,020d76b46fd89983f3092d4e16e2d32c9a76df9c
7tzkttoz,021144f6c1945b9bff9ea9e4b04b24dcf53330b4
w3rrl0sm,02118154383720cc05e8ec1df3e59f4100853e66
qublvlmo,0211f4286a3c3a317b1405359f58217c3a2c5b03
u7egknq6,021203c9859e731da7fd8bb45d379c9ad86be69a
djuomhww,0212e200dc708984bda32b474aa6a1437c6a3c3d
